Analyzer:;PQM-711 (BS0109)
Recording start: ;2019-10-17 10:50:00.004
Recording stop: ;2019-10-25 13:30:00.186
Time:;(UTC+2)
Flag:;
E - event;
P - PLL no synchronization;
G - GPS no synchronization;
T - time resynchronization;
A - A/D overflow;

;;'E';'P';'G';'T';'A';Date      ;Time (UTC+2);THD U L1 avg [%];THD U L2 avg [%];THD U L3 avg [%];U H 1 L1 avg [V];U H 2 L1 avg [V];U H 3 L1 avg [V];U H 4 L1 avg [V];U H 5 L1 avg [V];U H 6 L1 avg [V];U H 7 L1 avg [V];U H 8 L1 avg [V];U H 9 L1 avg [V];U H 10 L1 avg [V];U H 11 L1 avg [V];U H 12 L1 avg [V];U H 13 L1 avg [V];U H 14 L1 avg [V];U H 15 L1 avg [V];U H 16 L1 avg [V];U H 17 L1 avg [V];U H 18 L1 avg [V];U H 19 L1 avg [V];U H 20 L1 avg [V];U H 21 L1 avg [V];U H 22 L1 avg [V];U H 23 L1 avg [V];U H 24 L1 avg [V];U H 25 L1 avg [V];U H 26 L1 avg [V];U H 27 L1 avg [V];U H 28 L1 avg [V];U H 29 L1 avg [V];U H 30 L1 avg [V];U H 31 L1 avg [V];U H 32 L1 avg [V];U H 33 L1 avg [V];U H 34 L1 avg [V];U H 35 L1 avg [V];U H 36 L1 avg [V];U H 37 L1 avg [V];U H 38 L1 avg [V];U H 39 L1 avg [V];U H 40 L1 avg [V];U H 41 L1 avg [V];U H 42 L1 avg [V];U H 43 L1 avg [V];U H 44 L1 avg [V];U H 45 L1 avg [V];U H 46 L1 avg [V];U H 47 L1 avg [V];U H 48 L1 avg [V];U H 49 L1 avg [V];U H 50 L1 avg [V];U H 1 L2 avg [V];U H 2 L2 avg [V];U H 3 L2 avg [V];U H 4 L2 avg [V];U H 5 L2 avg [V];U H 6 L2 avg [V];U H 7 L2 avg [V];U H 8 L2 avg [V];U H 9 L2 avg [V];U H 10 L2 avg [V];U H 11 L2 avg [V];U H 12 L2 avg [V];U H 13 L2 avg [V];U H 14 L2 avg [V];U H 15 L2 avg [V];U H 16 L2 avg [V];U H 17 L2 avg [V];U H 18 L2 avg [V];U H 19 L2 avg [V];U H 20 L2 avg [V];U H 21 L2 avg [V];U H 22 L2 avg [V];U H 23 L2 avg [V];U H 24 L2 avg [V];U H 25 L2 avg [V];U H 26 L2 avg [V];U H 27 L2 avg [V];U H 28 L2 avg [V];U H 29 L2 avg [V];U H 30 L2 avg [V];U H 31 L2 avg [V];U H 32 L2 avg [V];U H 33 L2 avg [V];U H 34 L2 avg [V];U H 35 L2 avg [V];U H 36 L2 avg [V];U H 37 L2 avg [V];U H 38 L2 avg [V];U H 39 L2 avg [V];U H 40 L2 avg [V];U H 41 L2 avg [V];U H 42 L2 avg [V];U H 43 L2 avg [V];U H 44 L2 avg [V];U H 45 L2 avg [V];U H 46 L2 avg [V];U H 47 L2 avg [V];U H 48 L2 avg [V];U H 49 L2 avg [V];U H 50 L2 avg [V];U H 1 L3 avg [V];U H 2 L3 avg [V];U H 3 L3 avg [V];U H 4 L3 avg [V];U H 5 L3 avg [V];U H 6 L3 avg [V];U H 7 L3 avg [V];U H 8 L3 avg [V];U H 9 L3 avg [V];U H 10 L3 avg [V];U H 11 L3 avg [V];U H 12 L3 avg [V];U H 13 L3 avg [V];U H 14 L3 avg [V];U H 15 L3 avg [V];U H 16 L3 avg [V];U H 17 L3 avg [V];U H 18 L3 avg [V];U H 19 L3 avg [V];U H 20 L3 avg [V];U H 21 L3 avg [V];U H 22 L3 avg [V];U H 23 L3 avg [V];U H 24 L3 avg [V];U H 25 L3 avg [V];U H 26 L3 avg [V];U H 27 L3 avg [V];U H 28 L3 avg [V];U H 29 L3 avg [V];U H 30 L3 avg [V];U H 31 L3 avg [V];U H 32 L3 avg [V];U H 33 L3 avg [V];U H 34 L3 avg [V];U H 35 L3 avg [V];U H 36 L3 avg [V];U H 37 L3 avg [V];U H 38 L3 avg [V];U H 39 L3 avg [V];U H 40 L3 avg [V];U H 41 L3 avg [V];U H 42 L3 avg [V];U H 43 L3 avg [V];U H 44 L3 avg [V];U H 45 L3 avg [V];U H 46 L3 avg [V];U H 47 L3 avg [V];U H 48 L3 avg [V];U H 49 L3 avg [V];U H 50 L3 avg [V]
;;   ;   ;   ;   ;   ;2019-10-18;05:40:00.047;1,83            ;1,75            ;1,73            ;237,21          ;0,0252          ;0,4279          ;0,0378          ;4,0021          ;0,0503          ;1,5983          ;0,0378          ;0,1510          ;0,0378           ;0,1888           ;0,0252           ;0,1259           ;0,0252           ;0,0629           ;0,0378           ;0,2391           ;0,0252           ;0,2391           ;0,0378           ;0,0881           ;0,0252           ;0,0629           ;0,0126           ;0,0252           ;0,0252           ;0,0503           ;0,0252           ;0,0503           ;0,0126           ;0,0252           ;0,0126           ;0,0126           ;0,0126           ;0,0252           ;0,0126           ;0,0252           ;0,0126           ;0,0126           ;0,0126           ;0,0000           ;0,0000           ;0,0126           ;0,0000           ;0,0000           ;0,0000           ;0,0000           ;0,0000           ;0,0000           ;0,0000           ;237,99          ;0,0378          ;0,2643          ;0,0629          ;3,8007          ;0,0252          ;1,5857          ;0,0503          ;0,2139          ;0,0378           ;0,2391           ;0,0378           ;0,0629           ;0,0252           ;0,0881           ;0,0378           ;0,0755           ;0,0378           ;0,1762           ;0,0252           ;0,1636           ;0,0126           ;0,1510           ;0,0252           ;0,0881           ;0,0252           ;0,1007           ;0,0252           ;0,0881           ;0,0126           ;0,0252           ;0,0126           ;0,0252           ;0,0126           ;0,0503           ;0,0126           ;0,0378           ;0,0126           ;0,0126           ;0,0000           ;0,0126           ;0,0000           ;0,0126           ;0,0000           ;0,0126           ;0,0000           ;0,0126           ;0,0000           ;0,0000           ;0,0000           ;237,56          ;0,0252          ;0,3524          ;0,0503          ;3,6623          ;0,0378          ;1,7368          ;0,0378          ;0,2139          ;0,0378           ;0,2895           ;0,0252           ;0,1384           ;0,0252           ;0,0881           ;0,0378           ;0,1384           ;0,0252           ;0,1384           ;0,0252           ;0,2643           ;0,0252           ;0,1133           ;0,0252           ;0,0503           ;0,0252           ;0,0755           ;0,0252           ;0,0755           ;0,0126           ;0,0503           ;0,0126           ;0,0126           ;0,0126           ;0,0629           ;0,0126           ;0,0378           ;0,0126           ;0,0126           ;0,0126           ;0,0126           ;0,0126           ;0,0126           ;0,0126           ;0,0126           ;0,0126           ;0,0126           ;0,0000           ;0,0126           ;0,0000           
;;   ;   ;   ;   ;   ;2019-10-18;05:50:00.144;1,88            ;1,79            ;1,75            ;237,55          ;0,0252          ;0,4031          ;0,0378          ;4,1197          ;0,0378          ;1,5748          ;0,0378          ;0,1260          ;0,0378           ;0,2142           ;0,0252           ;0,1386           ;0,0378           ;0,0756           ;0,0378           ;0,3024           ;0,0378           ;0,3276           ;0,0378           ;0,0882           ;0,0252           ;0,0630           ;0,0252           ;0,0252           ;0,0252           ;0,0504           ;0,0252           ;0,0504           ;0,0126           ;0,0252           ;0,0126           ;0,0126           ;0,0126           ;0,0252           ;0,0126           ;0,0252           ;0,0126           ;0,0126           ;0,0126           ;0,0000           ;0,0000           ;0,0126           ;0,0000           ;0,0000           ;0,0000           ;0,0000           ;0,0000           ;0,0000           ;0,0000           ;238,21          ;0,0378          ;0,2772          ;0,0630          ;3,9055          ;0,0378          ;1,5496          ;0,0504          ;0,2394          ;0,0378           ;0,2394           ;0,0378           ;0,0882           ;0,0252           ;0,1008           ;0,0378           ;0,0882           ;0,0378           ;0,2268           ;0,0378           ;0,1890           ;0,0126           ;0,1638           ;0,0252           ;0,1260           ;0,0252           ;0,1134           ;0,0252           ;0,0882           ;0,0126           ;0,0252           ;0,0126           ;0,0378           ;0,0126           ;0,0504           ;0,0126           ;0,0378           ;0,0126           ;0,0126           ;0,0000           ;0,0126           ;0,0000           ;0,0252           ;0,0000           ;0,0126           ;0,0000           ;0,0126           ;0,0000           ;0,0000           ;0,0000           ;237,81          ;0,0252          ;0,3654          ;0,0378          ;3,7669          ;0,0378          ;1,6378          ;0,0378          ;0,2016          ;0,0378           ;0,3024           ;0,0252           ;0,1386           ;0,0252           ;0,0630           ;0,0378           ;0,1764           ;0,0252           ;0,1512           ;0,0378           ;0,3024           ;0,0252           ;0,1134           ;0,0252           ;0,0630           ;0,0252           ;0,0756           ;0,0252           ;0,0882           ;0,0126           ;0,0378           ;0,0126           ;0,0126           ;0,0126           ;0,0630           ;0,0126           ;0,0378           ;0,0126           ;0,0126           ;0,0126           ;0,0126           ;0,0126           ;0,0126           ;0,0126           ;0,0126           ;0,0126           ;0,0126           ;0,0000           ;0,0126           ;0,0000           
;;   ;   ;   ;   ;   ;2019-10-18;06:00:00.150;1,75            ;1,67            ;1,64            ;237,03          ;0,0251          ;0,4272          ;0,0377          ;3,6938          ;0,0503          ;1,7590          ;0,0377          ;0,1382          ;0,0377           ;0,3769           ;0,0251           ;0,1508           ;0,0251           ;0,0879           ;0,0377           ;0,2387           ;0,0377           ;0,2890           ;0,0251           ;0,0754           ;0,0126           ;0,0503           ;0,0251           ;0,0377           ;0,0251           ;0,0377           ;0,0251           ;0,0503           ;0,0126           ;0,0251           ;0,0126           ;0,0126           ;0,0126           ;0,0251           ;0,0126           ;0,0251           ;0,0126           ;0,0126           ;0,0126           ;0,0000           ;0,0000           ;0,0126           ;0,0000           ;0,0126           ;0,0000           ;0,0000           ;0,0000           ;0,0000           ;0,0000           ;237,55          ;0,0503          ;0,2262          ;0,0628          ;3,5430          ;0,0377          ;1,6584          ;0,0503          ;0,2262          ;0,0377           ;0,3644           ;0,0377           ;0,1256           ;0,0251           ;0,1131           ;0,0377           ;0,0754           ;0,0377           ;0,2387           ;0,0251           ;0,1382           ;0,0126           ;0,1131           ;0,0251           ;0,0879           ;0,0251           ;0,0879           ;0,0126           ;0,0754           ;0,0126           ;0,0251           ;0,0126           ;0,0251           ;0,0126           ;0,0503           ;0,0126           ;0,0251           ;0,0126           ;0,0126           ;0,0000           ;0,0126           ;0,0000           ;0,0251           ;0,0000           ;0,0126           ;0,0000           ;0,0126           ;0,0000           ;0,0126           ;0,0000           ;237,36          ;0,0251          ;0,3644          ;0,0503          ;3,3923          ;0,0377          ;1,7590          ;0,0377          ;0,2010          ;0,0377           ;0,4397           ;0,0251           ;0,1759           ;0,0251           ;0,0754           ;0,0377           ;0,1885           ;0,0251           ;0,1256           ;0,0251           ;0,3015           ;0,0251           ;0,1131           ;0,0251           ;0,0503           ;0,0251           ;0,0754           ;0,0251           ;0,0879           ;0,0126           ;0,0251           ;0,0126           ;0,0251           ;0,0126           ;0,0628           ;0,0126           ;0,0251           ;0,0126           ;0,0251           ;0,0126           ;0,0126           ;0,0126           ;0,0126           ;0,0126           ;0,0126           ;0,0126           ;0,0126           ;0,0000           ;0,0126           ;0,0000           
;;   ;   ;   ;   ;   ;2019-10-18;06:10:00.009;1,76            ;1,70            ;1,65            ;235,79          ;0,0250          ;0,4380          ;0,0250          ;3,6288          ;0,0501          ;1,8645          ;0,0250          ;0,1877          ;0,0375           ;0,4129           ;0,0250           ;0,2002           ;0,0375           ;0,0751           ;0,0501           ;0,2503           ;0,0250           ;0,2503           ;0,0375           ;0,1001           ;0,0250           ;0,0626           ;0,0250           ;0,0626           ;0,0250           ;0,0125           ;0,0250           ;0,0375           ;0,0125           ;0,0250           ;0,0125           ;0,0125           ;0,0125           ;0,0250           ;0,0125           ;0,0250           ;0,0125           ;0,0125           ;0,0125           ;0,0125           ;0,0000           ;0,0125           ;0,0000           ;0,0125           ;0,0000           ;0,0000           ;0,0000           ;0,0125           ;0,0000           ;236,53          ;0,0375          ;0,2378          ;0,0501          ;3,5412          ;0,0375          ;1,7644          ;0,0375          ;0,2252          ;0,0375           ;0,3504           ;0,0375           ;0,2002           ;0,0250           ;0,1001           ;0,0375           ;0,0751           ;0,0250           ;0,1627           ;0,0250           ;0,1502           ;0,0250           ;0,1752           ;0,0250           ;0,0751           ;0,0250           ;0,0876           ;0,0125           ;0,0751           ;0,0125           ;0,0125           ;0,0125           ;0,0250           ;0,0125           ;0,0501           ;0,0125           ;0,0250           ;0,0125           ;0,0125           ;0,0125           ;0,0250           ;0,0000           ;0,0250           ;0,0000           ;0,0125           ;0,0000           ;0,0125           ;0,0000           ;0,0125           ;0,0000           ;236,36          ;0,0250          ;0,3128          ;0,0751          ;3,3410          ;0,0250          ;1,8520          ;0,0501          ;0,2002          ;0,0375           ;0,4129           ;0,0250           ;0,1877           ;0,0250           ;0,0626           ;0,0250           ;0,1877           ;0,0250           ;0,1376           ;0,0375           ;0,3253           ;0,0250           ;0,2002           ;0,0250           ;0,0876           ;0,0250           ;0,0751           ;0,0250           ;0,1001           ;0,0125           ;0,0250           ;0,0125           ;0,0250           ;0,0125           ;0,0626           ;0,0125           ;0,0250           ;0,0125           ;0,0250           ;0,0125           ;0,0250           ;0,0000           ;0,0125           ;0,0125           ;0,0125           ;0,0000           ;0,0125           ;0,0000           ;0,0125           ;0,0000           
;;   ;   ;   ;   ;   ;2019-10-18;06:20:00.050;1,82            ;1,76            ;1,70            ;235,28          ;0,0250          ;0,4493          ;0,0374          ;3,8693          ;0,0749          ;1,6725          ;0,0250          ;0,1747          ;0,0374           ;0,3495           ;0,0250           ;0,2122           ;0,0250           ;0,0749           ;0,0374           ;0,2122           ;0,0374           ;0,3495           ;0,0250           ;0,0874           ;0,0250           ;0,1123           ;0,0125           ;0,0499           ;0,0250           ;0,0374           ;0,0250           ;0,0499           ;0,0125           ;0,0125           ;0,0125           ;0,0125           ;0,0125           ;0,0250           ;0,0125           ;0,0125           ;0,0125           ;0,0125           ;0,0125           ;0,0125           ;0,0000           ;0,0125           ;0,0000           ;0,0125           ;0,0125           ;0,0000           ;0,0125           ;0,0125           ;0,0125           ;235,98          ;0,0499          ;0,2371          ;0,0749          ;3,7694          ;0,0374          ;1,5727          ;0,0624          ;0,2621          ;0,0374           ;0,3869           ;0,0374           ;0,1747           ;0,0250           ;0,0999           ;0,0374           ;0,0749           ;0,0374           ;0,2496           ;0,0250           ;0,1623           ;0,0250           ;0,1373           ;0,0250           ;0,0499           ;0,0250           ;0,0624           ;0,0250           ;0,0749           ;0,0125           ;0,0125           ;0,0125           ;0,0250           ;0,0125           ;0,0499           ;0,0125           ;0,0250           ;0,0125           ;0,0125           ;0,0000           ;0,0250           ;0,0000           ;0,0250           ;0,0000           ;0,0125           ;0,0000           ;0,0125           ;0,0000           ;0,0125           ;0,0000           ;235,93          ;0,0250          ;0,2871          ;0,0624          ;3,5697          ;0,0374          ;1,6226          ;0,0374          ;0,1747          ;0,0374           ;0,4369           ;0,0250           ;0,2122           ;0,0250           ;0,1123           ;0,0250           ;0,1747           ;0,0250           ;0,2371           ;0,0250           ;0,4119           ;0,0250           ;0,2371           ;0,0250           ;0,0874           ;0,0250           ;0,0874           ;0,0125           ;0,0999           ;0,0125           ;0,0374           ;0,0125           ;0,0250           ;0,0125           ;0,0499           ;0,0125           ;0,0250           ;0,0125           ;0,0250           ;0,0125           ;0,0250           ;0,0000           ;0,0125           ;0,0000           ;0,0250           ;0,0000           ;0,0125           ;0,0000           ;0,0125           ;0,0000           
;;   ;   ;   ;   ;   ;2019-10-18;06:30:00.137;1,82            ;1,72            ;1,71            ;236,23          ;0,0251          ;0,4134          ;0,0376          ;3,8958          ;0,0752          ;1,6285          ;0,0251          ;0,1378          ;0,0376           ;0,2756           ;0,0251           ;0,1879           ;0,0251           ;0,1002           ;0,0376           ;0,2255           ;0,0376           ;0,4259           ;0,0376           ;0,0877           ;0,0251           ;0,1002           ;0,0125           ;0,0376           ;0,0251           ;0,0376           ;0,0125           ;0,0501           ;0,0125           ;0,0251           ;0,0125           ;0,0125           ;0,0125           ;0,0125           ;0,0000           ;0,0125           ;0,0125           ;0,0125           ;0,0125           ;0,0125           ;0,0000           ;0,0125           ;0,0000           ;0,0000           ;0,0000           ;0,0000           ;0,0000           ;0,0125           ;0,0000           ;236,87          ;0,0501          ;0,2004          ;0,0626          ;3,7205          ;0,0376          ;1,5157          ;0,0626          ;0,2255          ;0,0376           ;0,3758           ;0,0376           ;0,1127           ;0,0251           ;0,1378           ;0,0376           ;0,1127           ;0,0376           ;0,2756           ;0,0251           ;0,1879           ;0,0251           ;0,1754           ;0,0251           ;0,0501           ;0,0251           ;0,0626           ;0,0125           ;0,0626           ;0,0125           ;0,0251           ;0,0125           ;0,0251           ;0,0125           ;0,0376           ;0,0125           ;0,0251           ;0,0125           ;0,0125           ;0,0125           ;0,0251           ;0,0000           ;0,0125           ;0,0000           ;0,0125           ;0,0000           ;0,0125           ;0,0000           ;0,0125           ;0,0000           ;236,68          ;0,0376          ;0,3132          ;0,0626          ;3,6328          ;0,0251          ;1,5784          ;0,0376          ;0,1754          ;0,0251           ;0,4510           ;0,0251           ;0,1503           ;0,0125           ;0,1253           ;0,0251           ;0,1754           ;0,0251           ;0,2255           ;0,0251           ;0,3883           ;0,0251           ;0,2004           ;0,0251           ;0,0752           ;0,0251           ;0,0877           ;0,0125           ;0,0752           ;0,0125           ;0,0376           ;0,0125           ;0,0251           ;0,0125           ;0,0501           ;0,0125           ;0,0251           ;0,0125           ;0,0251           ;0,0125           ;0,0251           ;0,0000           ;0,0125           ;0,0125           ;0,0251           ;0,0000           ;0,0125           ;0,0000           ;0,0125           ;0,0000           
;;   ;   ;   ;   ;   ;2019-10-18;06:40:00.129;1,76            ;1,66            ;1,64            ;236,24          ;0,0250          ;0,4509          ;0,0376          ;3,7822          ;0,0751          ;1,5530          ;0,0250          ;0,1378          ;0,0376           ;0,2380           ;0,0250           ;0,1252           ;0,0250           ;0,1503           ;0,0376           ;0,2254           ;0,0376           ;0,4634           ;0,0250           ;0,0751           ;0,0250           ;0,0626           ;0,0125           ;0,0376           ;0,0250           ;0,0376           ;0,0250           ;0,0501           ;0,0125           ;0,0376           ;0,0125           ;0,0125           ;0,0125           ;0,0125           ;0,0000           ;0,0125           ;0,0125           ;0,0125           ;0,0125           ;0,0125           ;0,0000           ;0,0125           ;0,0000           ;0,0000           ;0,0000           ;0,0125           ;0,0000           ;0,0125           ;0,0000           ;236,78          ;0,0376          ;0,1628          ;0,0376          ;3,5818          ;0,0501          ;1,4653          ;0,0501          ;0,2505          ;0,0501           ;0,3381           ;0,0250           ;0,0501           ;0,0250           ;0,1252           ;0,0376           ;0,1127           ;0,0376           ;0,3131           ;0,0250           ;0,2129           ;0,0250           ;0,1503           ;0,0250           ;0,0626           ;0,0250           ;0,0626           ;0,0125           ;0,0501           ;0,0125           ;0,0376           ;0,0125           ;0,0125           ;0,0125           ;0,0376           ;0,0125           ;0,0125           ;0,0125           ;0,0125           ;0,0000           ;0,0250           ;0,0000           ;0,0125           ;0,0000           ;0,0125           ;0,0000           ;0,0125           ;0,0000           ;0,0250           ;0,0000           ;236,55          ;0,0376          ;0,2880          ;0,0877          ;3,4816          ;0,0250          ;1,5530          ;0,0626          ;0,1503          ;0,0250           ;0,4258           ;0,0250           ;0,0877           ;0,0250           ;0,1378           ;0,0250           ;0,1503           ;0,0250           ;0,1753           ;0,0250           ;0,3131           ;0,0250           ;0,1002           ;0,0250           ;0,0626           ;0,0250           ;0,0751           ;0,0125           ;0,0626           ;0,0125           ;0,0376           ;0,0125           ;0,0250           ;0,0125           ;0,0376           ;0,0125           ;0,0376           ;0,0125           ;0,0250           ;0,0125           ;0,0250           ;0,0000           ;0,0125           ;0,0125           ;0,0125           ;0,0000           ;0,0125           ;0,0000           ;0,0125           ;0,0000           
;;   ;   ;   ;   ;   ;2019-10-18;06:50:00.197;1,91            ;1,80            ;1,76            ;235,48          ;0,0250          ;0,4747          ;0,0500          ;4,1598          ;0,0625          ;1,5615          ;0,0250          ;0,1499          ;0,0250           ;0,3248           ;0,0250           ;0,1499           ;0,0250           ;0,1249           ;0,0375           ;0,1749           ;0,0375           ;0,3623           ;0,0250           ;0,0750           ;0,0250           ;0,0625           ;0,0125           ;0,0625           ;0,0250           ;0,0250           ;0,0250           ;0,0625           ;0,0125           ;0,0250           ;0,0125           ;0,0125           ;0,0125           ;0,0250           ;0,0125           ;0,0125           ;0,0125           ;0,0125           ;0,0125           ;0,0125           ;0,0000           ;0,0125           ;0,0000           ;0,0000           ;0,0000           ;0,0125           ;0,0000           ;0,0125           ;0,0000           ;236,16          ;0,0500          ;0,1999          ;0,0500          ;3,9599          ;0,0500          ;1,4241          ;0,0500          ;0,2498          ;0,0375           ;0,3623           ;0,0375           ;0,1124           ;0,0250           ;0,1249           ;0,0375           ;0,0500           ;0,0375           ;0,2873           ;0,0250           ;0,1624           ;0,0250           ;0,1374           ;0,0250           ;0,0750           ;0,0250           ;0,0750           ;0,0125           ;0,0625           ;0,0125           ;0,0250           ;0,0125           ;0,0250           ;0,0125           ;0,0250           ;0,0125           ;0,0125           ;0,0125           ;0,0125           ;0,0000           ;0,0250           ;0,0000           ;0,0125           ;0,0000           ;0,0125           ;0,0000           ;0,0125           ;0,0000           ;0,0125           ;0,0000           ;235,90          ;0,0375          ;0,2249          ;0,0750          ;3,7850          ;0,0125          ;1,5115          ;0,0375          ;0,1999          ;0,0250           ;0,4372           ;0,0250           ;0,1124           ;0,0125           ;0,1124           ;0,0375           ;0,0874           ;0,0250           ;0,2249           ;0,0250           ;0,2873           ;0,0250           ;0,1499           ;0,0250           ;0,0999           ;0,0250           ;0,0874           ;0,0125           ;0,0750           ;0,0125           ;0,0250           ;0,0125           ;0,0125           ;0,0125           ;0,0375           ;0,0125           ;0,0250           ;0,0125           ;0,0250           ;0,0125           ;0,0250           ;0,0000           ;0,0125           ;0,0000           ;0,0125           ;0,0000           ;0,0125           ;0,0000           ;0,0125           ;0,0000           
;;   ;   ;   ;   ;   ;2019-10-18;07:00:00.139;1,82            ;1,73            ;1,67            ;234,20          ;0,0249          ;0,4352          ;0,0497          ;3,9046          ;0,0622          ;1,5668          ;0,0249          ;0,1741          ;0,0249           ;0,3357           ;0,0249           ;0,1865           ;0,0249           ;0,1244           ;0,0373           ;0,1865           ;0,0249           ;0,3357           ;0,0249           ;0,0622           ;0,0249           ;0,0622           ;0,0124           ;0,0373           ;0,0249           ;0,0373           ;0,0124           ;0,0497           ;0,0124           ;0,0249           ;0,0124           ;0,0124           ;0,0124           ;0,0249           ;0,0000           ;0,0124           ;0,0124           ;0,0124           ;0,0124           ;0,0249           ;0,0000           ;0,0124           ;0,0000           ;0,0000           ;0,0000           ;0,0124           ;0,0000           ;0,0124           ;0,0000           ;234,98          ;0,0373          ;0,2611          ;0,0622          ;3,7305          ;0,0497          ;1,4300          ;0,0497          ;0,2487          ;0,0373           ;0,3979           ;0,0249           ;0,0870           ;0,0249           ;0,0870           ;0,0373           ;0,0870           ;0,0373           ;0,3357           ;0,0373           ;0,1990           ;0,0249           ;0,1368           ;0,0249           ;0,0746           ;0,0249           ;0,0746           ;0,0124           ;0,0497           ;0,0124           ;0,0249           ;0,0124           ;0,0249           ;0,0124           ;0,0373           ;0,0124           ;0,0124           ;0,0124           ;0,0124           ;0,0000           ;0,0249           ;0,0000           ;0,0124           ;0,0000           ;0,0124           ;0,0000           ;0,0124           ;0,0000           ;0,0124           ;0,0000           ;234,57          ;0,0249          ;0,2487          ;0,0622          ;3,5315          ;0,0249          ;1,5171          ;0,0373          ;0,2114          ;0,0249           ;0,4725           ;0,0249           ;0,0746           ;0,0249           ;0,1119           ;0,0373           ;0,1119           ;0,0249           ;0,2487           ;0,0249           ;0,2860           ;0,0249           ;0,1617           ;0,0249           ;0,0746           ;0,0249           ;0,0622           ;0,0124           ;0,0497           ;0,0124           ;0,0124           ;0,0124           ;0,0124           ;0,0124           ;0,0249           ;0,0124           ;0,0124           ;0,0124           ;0,0249           ;0,0124           ;0,0124           ;0,0000           ;0,0124           ;0,0000           ;0,0124           ;0,0000           ;0,0124           ;0,0000           ;0,0124           ;0,0000           
;;   ;   ;   ;   ;   ;2019-10-18;07:10:00.071;1,86            ;1,73            ;1,68            ;233,98          ;0,1241          ;0,4345          ;0,1366          ;4,0345          ;0,1862          ;1,4524          ;0,1117          ;0,2731          ;0,0993           ;0,3600           ;0,0621           ;0,2110           ;0,0372           ;0,0621           ;0,0497           ;0,0745           ;0,0248           ;0,2731           ;0,0248           ;0,0745           ;0,0248           ;0,0497           ;0,0124           ;0,0248           ;0,0124           ;0,0372           ;0,0124           ;0,0497           ;0,0124           ;0,0248           ;0,0124           ;0,0124           ;0,0000           ;0,0248           ;0,0000           ;0,0124           ;0,0000           ;0,0124           ;0,0000           ;0,0248           ;0,0000           ;0,0248           ;0,0000           ;0,0000           ;0,0000           ;0,0124           ;0,0000           ;0,0124           ;0,0000           ;234,69          ;0,0372          ;0,2855          ;0,0745          ;3,7614          ;0,0497          ;1,3407          ;0,0621          ;0,2110          ;0,0372           ;0,3972           ;0,0372           ;0,0993           ;0,0248           ;0,1117           ;0,0372           ;0,1490           ;0,0372           ;0,3352           ;0,0372           ;0,2359           ;0,0124           ;0,1490           ;0,0248           ;0,0745           ;0,0248           ;0,0745           ;0,0124           ;0,0372           ;0,0124           ;0,0248           ;0,0124           ;0,0248           ;0,0124           ;0,0372           ;0,0124           ;0,0124           ;0,0124           ;0,0124           ;0,0000           ;0,0248           ;0,0000           ;0,0124           ;0,0000           ;0,0124           ;0,0000           ;0,0124           ;0,0000           ;0,0124           ;0,0000           ;234,18          ;0,0248          ;0,3103          ;0,0745          ;3,5876          ;0,0248          ;1,4028          ;0,0497          ;0,1986          ;0,0372           ;0,4841           ;0,0248           ;0,0869           ;0,0248           ;0,1614           ;0,0372           ;0,1117           ;0,0248           ;0,1738           ;0,0248           ;0,2731           ;0,0248           ;0,1490           ;0,0248           ;0,0869           ;0,0248           ;0,0745           ;0,0124           ;0,0372           ;0,0124           ;0,0124           ;0,0124           ;0,0248           ;0,0124           ;0,0248           ;0,0124           ;0,0124           ;0,0124           ;0,0248           ;0,0124           ;0,0124           ;0,0000           ;0,0124           ;0,0000           ;0,0124           ;0,0000           ;0,0124           ;0,0000           ;0,0124           ;0,0000           
